route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_color,route_text_color
811,10,"811","LUSÓWKO PĘTLA - OGRODY|OGRODY - LUSÓWKO PĘTLA","LUSÓWKO PĘTLA - Lusówko/Otowska - Lusówko/Zespołowa - Lusówko/Jankowicka - Jankowice/Poznańska - Rumianek/Szkolna - Rumianek/Nowa - Tarnowo Pdg/Nowa - Tarnowo Pdg/Poznańska - Sady/Poznańska - Swadzim/Poznańska - Przeźmierowo/Poznańska - Baranowo/Poznańska - Dąbrowskiego - Szpitalna - OGRODY^# - Możliwość przesiadki na przyst. Tarnowo Pdg/Centrum na autobus w kier. Poznania^A - Kurs przez przystanek Swadzim/Auchan^C - Kurs przez przystanek Ceradz Kościelny/Kościół^G - Kurs przez przystanek Tarnowo Pdodgórne/Poznańska Szkoła^K - Kurs przez przystanek Lusówko/Kościół^L - Kurs przez przystanek Lusówko/Szkoła^T - Kurs skrócony do przystanku Tarnowo Podgórne/Centrum|OGRODY - Nowina - Dąbrowskiego - Baranowo/Poznańska - Przeźmierowo/Poznańska - Swadzim/Poznańska - Sady/Poznańska - Tarnowo Pdg/Poznańska - Tarnowo Pdg/Nowa - Rumianek/Nowa - Rumianek/Szkolna - Jankowice/Poznańska - Lusówko/Jankowicka - Lusówko/Zespołowa - Lusówko/Otowska - LUSÓWKO PĘTLA^A - Kurs przez przystanek Swadzim/Auchan^C - Kurs przez przystanek Ceradz Kościelny/Kościół^E - Kurs wydłużony do przystanku Sierosław/Działki^R - Kurs skrócony do przystanku Rumianek/Świetlica^S - Kurs przez przystanek Tarnowo Podgórne/Szkolna^T - Kurs skrócony do przystanku Tarnowo Podgórne/Centrum",3,525252,FFFFFF
812,10,"812","GRZEBIENISKO PĘTLA - OGRODY|OGRODY - GRZEBIENISKO PĘTLA","GRZEBIENISKO PĘTLA - Grzebienisko/Szkolna - Grzebienisko/Lipowa - Ceradz Dolny/Powstańców Wlkp. - Ceradz Kościelny/Bukowska - Ceradz Kościelny/Jankowicka - Jankowice/Ogrodowa - Jankowice/Poznańska - Tarnowo Pdg/Poznańska - Sady/Poznańska - Swadzim/Poznańska - Przeźmierowo/Poznańska - Baranowo/Poznańska - Dąbrowskiego - Szpitalna - OGRODY^# - Możliwość przesiadki na przyst. Tarnowo Pdg/Centrum na autobus w kier. Poznania^A - Kurs przez przystanek Swadzim/Auchan^T - Kurs skrócony do przystanku Tarnowo Podgórne/Centrum|OGRODY - Nowina - Dąbrowskiego - Baranowo/Poznańska - Przeźmierowo/Poznańska - Swadzim/Poznańska - Sady/Poznańska - Tarnowo Pdg/Poznańska - Jankowice/Poznańska - Jankowice/Ogrodowa - Ceradz Kościelny/Jankowicka - Ceradz Kościelny/Bukowska - Ceradz Dolny/Powstańców Wlkp. - Grzebienisko/Lipowa - Grzebienisko/Szkolna - GRZEBIENISKO PĘTLA^# - Możliwość przesiadki na przystanku Tarnowo Pdg/Centrum na autobus linii nr 811 w kier. Lusówka^A - Kurs przez przystanek Swadzim/Auchan^C - Kurs skrócony do przystanku Ceradz Kościelny/Kościół^K - Kurs skrócony do przystanku Ceradz Kościelny/Kosciół, kurs przez przystanek Swadzim/Auchan^S - Kurs skrócony do przystanku Ceradz Kościelny/Kosciół, kurs przez przystanek Tarnowo Podgórne/Szkolna",3,525252,FFFFFF
813,10,"813","KAŹMIERZ RYNEK - OGRODY|OGRODY - KAŹMIERZ RYNEK","KAŹMIERZ RYNEK - Kaźmierz/Rynek - Kaźmierz/Poznańska - Brzezno/Poznańska - Góra/Szamotulska - Góra/Kręta - Góra/Poznańska - Tarnowo Pdg/23 Października - Tarnowo Pdg/Poznańska - Sady/Poznańska - Swadzim/Poznańska - Przeźmierowo/Poznańska - Baranowo/Poznańska - Dąbrowskiego - Szpitalna - OGRODY^# - Możliwość przesiadki na przyst. Tarnowo Pdg/Centrum na autobus w kier. Poznania^A - Kurs przez przystanek Swadzim/Auchan^K - Kurs przez przystanki Kokoszczyn/Pętla i Swadzim/Auchan^O - Kurs przez przystanek Kokoszczyn/Pętla^T - Kurs skrócony do przystanku Tarnowo Podgórne/Centrum|OGRODY - Nowina - Dąbrowskiego - Baranowo/Poznańska - Przeźmierowo/Poznańska - Swadzim/Auchan - Swadzim/Poznańska - Sady/Poznańska - Tarnowo Pdg/Poznańska - Tarnowo Pdg/23 Października - Góra/Poznańska - Góra/Kręta - Góra/Szamotulska - Brzezno/Poznańska - Kaźmierz/Poznańska - Kaźmierz/Rynek - KAŹMIERZ RYNEK^A - Kurs przez przystanek Swadzim/Auchan^G - Kurs skrócony do przystanku Góra/Pętla^K - Kurs przez przystanki Kokoszczyn/Pętla i Swadzim/Auchan^O - Kurs przez przystanek Kokoszczyn/Pętla^R - Kurs skrócony do przystanku Góra/Pętla przez przystanek Kokoszczyn/Pętla^U - Kurs skrócony do przystanku Góra/Pętla, przez przystanki Kokoszczyn/Pętla, Tarnowo Podgórne/Szkolna i Swadzim/Auchan^g - Kurs skrócony do przystanku Góra/Pętla, przez przystanek Swadzim/Auchan",3,525252,FFFFFF
821,10,"821","OGRODY - TARNOWO PDG CENTRUM|TARNOWO PDG CENTRUM - OGRODY","OGRODY - Nowina - Dąbrowskiego - Baranowo/Poznańska - Przeźmierowo/Szamotulska - Baranowo/Szamotulska - Chyby/Szamotulska - PGR Wielkie - Kobylniki/Szamotulska - Napachanie/Poznańska - Napachanie/Tarnowska - Tarnowo Pdg/Rokietnicka - Tarnowo Pdg/Poznańska - TARNOWO PDG CENTRUM^# - Możliwość przesiadki na przyst. Tarnowo Pdg/Centrum na autobus linii nr 813 w kier. Kaźmierza^B - Kurs wydłużony do przystanku Lusówko/Kościół, kurs przez przystanek Tarnowo Podgórne/Poznańska Szkoła^G - Kurs przez przystanek Tarnowo Podgórne/Poznańska Szkoła^L - Kurs wydłużony do przystanku Lusówko/Kościół^R - Kurs wydłużony do przystanku Lusówko/Os. Rozalin|TARNOWO PDG CENTRUM - Tarnowo Pdg/Rakoniewicka - Tarnowo Pdg/Rokietnicka - Napachanie/Tarnowska - Napachanie/Poznańska - Kobylniki/Szamotulska - PGR Wielkie - Chyby/Szamotulska - Baranowo/Szamotulska - Przeźmierowo/Poznańska - Baranowo/Poznańska - Dąbrowskiego - Szpitalna - OGRODY^G - Kurs przez przystanek Tarnowo Podgórne/Poznańska Szkoła",3,525252,FFFFFF
830,8,"830","KOBYLNIKI LIPOWA - PAWŁOWICE PĘTLA|PAWŁOWICE PĘTLA - KOBYLNIKI LIPOWA","KOBYLNIKI LIPOWA - Kobylniki/Szamotulska - Kobylniki/Podjazdowa - Rogierówko/Podjazdowa - Kiekrz/Podjazdowa - Podjazdowa - Chojnicka - Kiekrz/Czysta - Pawłowice/Pawłowicka - Pawłowice/Szkolna - PAWŁOWICE PĘTLA|PAWŁOWICE PĘTLA - Pawłowice/Pawłowicka - Kiekrz/Czysta - Chojnicka - Podjazdowa - Kiekrz/Podjazdowa - Rogierówko/Podjazdowa - Kobylniki/Podjazdowa - Kobylniki/Szamotulska - KOBYLNIKI LIPOWA^K - kurs do Kobylnik^W - kurs przez ul. Wilków Morskich do pętli Kiekrz",3,525252,FFFFFF
832,8,"832","OS. SOBIESKIEGO - PRZYBRODA PĘTLA|PRZYBRODA PĘTLA - OS. SOBIESKIEGO","OS. SOBIESKIEGO - Stróżyńskiego - Mateckiego - Obornicka - Suchy Las/Obornicka - Jelonek/Obornicka - Złotniki/Obornicka - Złotkowo/Obornicka - Sobota/Poznańska - Bytkowo/Obornicka - Rokietnica/Obornicka - Rokietnica/Pocztowa - Rokietnica/Szamotulska - Rokietnica/Szkolna - Napachanie/Rakoniewicka - Napachanie/Rokietnicka - Mrowino/Poznańska - Cerekwica/Przybrodzka - Przybroda/Kaźmierska - PRZYBRODA PĘTLA^R - Kurs do Rokietnica/Stacja|PRZYBRODA PĘTLA - Cerekwica/Przybrodzka - Mrowino/Poznańska - Napachanie/Rokietnicka - Rokietnica/Szkolna - Rokietnica/Szamotulska - Rokietnica/Pocztowa - Rokietnica/Obornicka - Bytkowo/Obornicka - Sobota/Poznańska - Złotkowo/Obornicka - Złotniki/Obornicka - Jelonek/Obornicka - Suchy Las/Obornicka - Obornicka - Mateckiego - Stróżyńskiego - OS. SOBIESKIEGO^R - Kurs do Rokietnica/Stacja",3,525252,FFFFFF
833,2,"833","STARZYNY RYNKOWA - OGRODY|OGRODY - STARZYNY RYNKOWA","STARZYNY RYNKOWA - Starzyny/Poznańska - Kiekrz/Poznańska - Rokietnica/Trakt Napoleoński - Rokietnica/Szkolna - Rokietnica/Szamotulska - Rokietnica/Pocztowa - Rokietnica/Golęcińska - Kiekrz/Kierska - Kierska - Chojnicka - Słupska - Dąbrowskiego - OGRODY^W - przez ul. Wilków Morskich|OGRODY - Szpitalna - Nowina - Dąbrowskiego - Słupska - Chojnicka - Kierska - Kiekrz/Kierska - Rokietnica/Golęcińska - Rokietnica/Pocztowa - Rokietnica/Szamotulska - Rokietnica/Szkolna - Rokietnica/Trakt Napoleoński - Kiekrz/Poznańska - Starzyny/Poznańska - STARZYNY RYNKOWA^W - przez ul. Wilków Morskich",3,525252,FFFFFF
834,2,"834","ŻYDOWO PĘTLA - OGRODY|OGRODY - ŻYDOWO PĘTLA","ŻYDOWO PĘTLA - Żydowo/Przecławska - Żydowo/Rostworowska - Rostworowo/Rokietnicka - Rokietnica/Kolejowa - Rokietnica/Szamotulska - Rokietnica/Pocztowa - Rokietnica/Golęcińska - Kiekrz/Kierska - Kierska - Chojnicka - Słupska - Dąbrowskiego - OGRODY^K - Kurs przez Krzyszkowo i ul. Wilków Morskich^P - Kurs przez ul. Wilków Morskich i Pawłowice^R - Kurs przez Krzyszkowo^S - kurs z wjazdem na Psarskie/Przejazd Kolejowy^W - Kurs przez ul. Wilków Morskich|OGRODY - Szpitalna - Nowina - Dąbrowskiego - Słupska - Chojnicka - Kierska - Kiekrz/Kierska - Rokietnica/Golęcińska - Rokietnica/Pocztowa - Rokietnica/Kolejowa - Rostworowo/Rokietnicka - Żydowo/Rostworowska - Żydowo/Przecławska - ŻYDOWO PĘTLA^C - Kurs do przystanku Przecław/Pętla^K - Kurs przez ul. Wilków Morskich i Krzyszkowo^P - Kurs przez Psarskie, Wilków Morskich i Krzyszkowo^Z - Kurs przez Krzyszkowo",3,525252,FFFFFF
882,8,"882","ROKIETNICA STACJA - TARNOWO PDG OSTATNIA|TARNOWO PDG OSTATNIA - ROKIETNICA STACJA","ROKIETNICA STACJA - Rokietnica/Pocztowa - Rokietnica/Szamotulska - Rokietnica/Szkolna - Napachanie/Rakoniewicka - Napachanie/Rokietnicka - Napachanie/Tarnowska - Tarnowo Pdg/Rokietnicka - Tarnowo Pdg/Poznańska - Tarnowo Pdg/Nowa - TARNOWO PDG OSTATNIA^C - Kurs do Tarnowo Podgórne/Centrum^P - Kurs do Tarnowo Podgórne/Piaskowa|TARNOWO PDG OSTATNIA - Tarnowo Pdg/Poznańska - Tarnowo Pdg/Rakoniewicka - Tarnowo Pdg/Rokietnicka - Napachanie/Tarnowska - Napachanie/Rokietnicka - Rokietnica/Szkolna - Rokietnica/Szamotulska - Rokietnica/Pocztowa - ROKIETNICA STACJA",3,525252,FFFFFF
891,8,"891","ROKIETNICA STACJA - MROWINO SZKOŁA|MROWINO SZKOŁA - ROKIETNICA STACJA","ROKIETNICA STACJA - Rokietnica/Szamotulska - Rokietnica/Szkolna - Rokietnica/Trakt Napoleoński - Rokietnica/Szamotulska - Mrowino/Dworcowa - Mrowino/Kopernika - Mrowino/Poznańska - MROWINO SZKOŁA|MROWINO SZKOŁA - Mrowino/Szkolna - Mrowino/Dworcowa - Rokietnica/Szamotulska - Rokietnica/Trakt Napoleoński - Rokietnica/Szkolna - Rokietnica/Szamotulska - Rokietnica/Pocztowa - ROKIETNICA STACJA",3,525252,FFFFFF
893,8,"893","ŻYDOWO PĘTLA - ROKIETNICA STACJA|ROKIETNICA STACJA - ŻYDOWO PĘTLA","ŻYDOWO PĘTLA - Żydowo/Przecławska - Żydowo/Rostworowska - Rostworowo/Rokietnicka - Rokietnica/Kolejowa - Rokietnica/Koszycy - Krzyszkowo/Koszycy - Rokietnica/Koszycy - Rokietnica/Kolejowa - Rokietnica/Szamotulska - Rokietnica/Pocztowa - ROKIETNICA STACJA^# - kurs bez wjazdu do Krzyszkowa|ROKIETNICA STACJA - Rokietnica/Kolejowa - Rokietnica/Koszycy - Krzyszkowo/Koszycy - Rokietnica/Koszycy - Rokietnica/Kolejowa - Rostworowo/Rokietnicka - Żydowo/Rostworowska - Żydowo/Przecławska - ŻYDOWO PĘTLA^# - kurs bez wjazdu do Krzyszkowa^P - kurs wydłużony do Przecław/Pętla",3,525252,FFFFFF
901,9,"901","OS. SOBIESKIEGO - ZŁOTNIKI OS. GRZYBOWE|ZŁOTNIKI OS. GRZYBOWE - OS. SOBIESKIEGO","OS. SOBIESKIEGO - Stróżyńskiego - Szeligowskiego - Szymanowskiego - Stróżyńskiego - Morasko - Suchy Las/Meteorytowa - Suchy Las/Leśna - Suchy Las/Bogusławskiego - Suchy Las/Powstańców Wlkp. - Złotniki/Nektarowa - ZŁOTNIKI OS. GRZYBOWE^D - Kurs z wjazdem na przystanek: Suchy Las/Działki^W - Kurs wydłużony do pętli: Złotniki/Wieś|ZŁOTNIKI OS. GRZYBOWE - Suchy Las/Powstańców Wlkp. - Suchy Las/Sucholeska - Suchy Las/Bogusławskiego - Suchy Las/Leśna - Suchy Las/Meteorytowa - Morasko - Stróżyńskiego - Szymanowskiego - Szeligowskiego - Stróżyńskiego - OS. SOBIESKIEGO^D - Kurs z wjazdem na przystanek: Suchy Las/Działki",3,525252,FFFFFF
902,9,"902","OS. SOBIESKIEGO - SUCHY LAS DZIAŁKI|SUCHY LAS DZIAŁKI - OS. SOBIESKIEGO","OS. SOBIESKIEGO - Szeligowskiego - Szymanowskiego - Stróżyńskiego - Morasko - Meteorytowa - Suchy Las/Alejowa - Suchy Las/Bogusławskiego - SUCHY LAS DZIAŁKI|SUCHY LAS DZIAŁKI - Suchy Las/Alejowa - Meteorytowa - Morasko - Stróżyńskiego - Szymanowskiego - Szeligowskiego - Stróżyńskiego - OS. SOBIESKIEGO",3,525252,FFFFFF
903,9,"903","OS. SOBIESKIEGO - ZŁOTNIKI PARK NICKEL|ZŁOTNIKI PARK NICKEL - OS. SOBIESKIEGO","OS. SOBIESKIEGO - Szeligowskiego - Szymanowskiego - Stróżyńskiego - Morasko - Suchy Las/Meteorytowa - Suchy Las/Leśna - Suchy Las/Obornicka - Jelonek/Obornicka - Złotniki/Dworcowa - Złotniki/Krzemowa - ZŁOTNIKI PARK NICKEL|ZŁOTNIKI PARK NICKEL - Złotniki/Dworcowa - Złotniki/Krzemowa - Złotniki/Obornicka - Jelonek/Obornicka - Suchy Las/Obornicka - Suchy Las/Bogusławskiego - Suchy Las/Leśna - Suchy Las/Meteorytowa - Morasko - Stróżyńskiego - Szymanowskiego - Szeligowskiego - Stróżyńskiego - OS. SOBIESKIEGO^O - Kurs z wjazdem na przystanek: Złotniki/Osiedle^e - Nie kursuje w okresie ferii letnich",3,525252,FFFFFF
904,9,"904","OS. SOBIESKIEGO - ZŁOTNIKI WIEŚ|ZŁOTNIKI WIEŚ - OS. SOBIESKIEGO","OS. SOBIESKIEGO - Szeligowskiego - Szymanowskiego - Stróżyńskiego - Morasko - Suchy Las/Meteorytowa - Suchy Las/Leśna - Suchy Las/Obornicka - Jelonek/Obornicka - Złotniki/Czołgowa - Złotniki/Jelonkowa - Złotniki/Obornicka - Złotniki/Łagiewnicka - ZŁOTNIKI WIEŚ|ZŁOTNIKI WIEŚ - Złotniki/Obornicka - Złotniki/Jelonkowa - Złotniki/Obornicka - Jelonek/Obornicka - Suchy Las/Obornicka - Suchy Las/Bogusławskiego - Suchy Las/Leśna - Suchy Las/Meteorytowa - Morasko - Stróżyńskiego - Szymanowskiego - Szeligowskiego - Stróżyńskiego - OS. SOBIESKIEGO",3,525252,FFFFFF
905,9,"905","POZNAŃ GŁÓWNY - CHLUDOWO SZKOŁA|CHLUDOWO SZKOŁA - POZNAŃ GŁÓWNY","POZNAŃ GŁÓWNY - Wolne Tory - Towarowa - Składowa - al. Niepodległości - Księcia Mieszka I - Słowiańska - Piątkowska - Wojciechowskiego - Jaroczyńskiego - Obornicka - Suchy Las/Obornicka - Jelonek/Obornicka - Złotniki/Obornicka - Złotniki/Dworcowa - Złotniki/Łagiewnicka - Złotkowo/Obornicka - Złotkowo/Lipowa - Złotkowo/Złota - Złotkowo/Sobocka - Golęczewo/Dworcowa - Zielątkowo/Dworcowa - Zielątkowo/Leśna - Zielątkowo/Dworcowa - Chludowo/Dworcowa - Chludowo/Poznańska - CHLUDOWO SZKOŁA|CHLUDOWO SZKOŁA - Chludowo/Rynek - Chludowo/Kościelna - Chludowo/Dworcowa - Zielątkowo/Dworcowa - Zielątkowo/Leśna - Zielątkowo/Dworcowa - Golęczewo/Dworcowa - Golęczewo/Obornicka - Złotkowo/Sobocka - Złotkowo/Złota - Złotkowo/Lipowa - Złotkowo/Obornicka - Złotniki/Dworcowa - Złotniki/Łagiewnicka - Złotniki/Obornicka - Jelonek/Obornicka - Suchy Las/Obornicka - Obornicka - Jaroczyńskiego - Witosa - Wojciechowskiego - Piątkowska - Słowiańska - Księcia Mieszka I - Przepadek - al. Niepodległości - Towarowa - Al. Króla Przemysła II - Wolne Tory - POZNAŃ GŁÓWNY",3,525252,FFFFFF
907,9,"907","OS. SOBIESKIEGO - CHLUDOWO SZKOŁA|CHLUDOWO SZKOŁA - OS. SOBIESKIEGO","OS. SOBIESKIEGO - Stróżyńskiego - Szeligowskiego - Szymanowskiego - Stróżyńskiego - Mateckiego - Obornicka - Suchy Las/Obornicka - Jelonek/Obornicka - Złotniki/Obornicka - Złotkowo/Obornicka - Złotkowo/Lipowa - Złotkowo/Złota - Złotkowo/Sobocka - Golęczewo/Dworcowa - Zielątkowo/Dworcowa - Zielątkowo/Leśna - Zielątkowo/Dworcowa - Chludowo/Dworcowa - Chludowo/Poznańska - CHLUDOWO SZKOŁA^# - kurs wykonywany tylko w noce z pt./sob. oraz sob./niedz.^N - Kurs przez: Suchy Las, ulica Leśna, z wjazdem na pętlę: Złotniki/Wieś^Z - kurs z wjazdem na pętlę: Złotniki/Wieś|CHLUDOWO SZKOŁA - Chludowo/Rynek - Chludowo/Kościelna - Chludowo/Dworcowa - Zielątkowo/Dworcowa - Zielątkowo/Leśna - Zielątkowo/Dworcowa - Golęczewo/Dworcowa - Golęczewo/Obornicka - Złotkowo/Sobocka - Złotkowo/Złota - Złotkowo/Lipowa - Złotkowo/Obornicka - Złotniki/Obornicka - Jelonek/Obornicka - Suchy Las/Obornicka - Obornicka - Mateckiego - Stróżyńskiego - Szymanowskiego - Szeligowskiego - Stróżyńskiego - OS. SOBIESKIEGO^# - kurs wykonywany tylko w noce z pt./sob. oraz sob./niedz.^N - Kurs przez: Suchy Las, ulica Leśna^Z - kurs z wjazdem na pętlę: Złotniki/Wieś",3,525252,FFFFFF
911,2,"911","RONDO ŚRÓDKA - BIEDRUSKO PARK|BIEDRUSKO PARK - RONDO ŚRÓDKA","RONDO ŚRÓDKA - Jana Pawła II - Wyszyńskiego - Garbary - Szelągowska - Naramowicka - Radojewo - Biedrusko/Poznańska - Biedrusko/Zjednoczenia - BIEDRUSKO PARK|BIEDRUSKO PARK - Biedrusko/Poznańska - Radojewo - Naramowicka - Szelągowska - Garbary - Estkowskiego - Wyszyńskiego - Jana Pawła II - RONDO ŚRÓDKA",3,525252,FFFFFF
